,,,,25 Nov - 24 Dec 2025,,,,,,,
,,8,"N: SLICKLINE
(2)",,,,,,Sum Mob / Demob Cost:,0,
,,,,,,,,,Sum Charter Rate:,356644999.9999999,
,,,,,,,,,Sum Fuel Price:,374087474.4444445,
,,,,,,,,,Active days of this month:,29.99965277777777,
Date,WELL,WBS/ CC,"PSC
NUMBER","TIME
COMMENCED","TIME
COMPLETED","HOURS
WORKED","MONTHLY
C / H %","FUEL COST
OF BOATS","HIRE RATE
OF BOATS","MOB/DEMOB
FEES","TOTAL BOAT
COST / WELL"
2025-11-25 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.02043932575343363,9353541.666666666,7289583.333333334,0,16643125
2025-11-26 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.030595316537920535,14363944.583333334,10911666.666666666,0,25275611.25
2025-11-27 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.030142017973054443,10333756.944444444,10749999.999999998,0,21083756.94444444
2025-11-28 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.036626056723071974,11535137.5,13062500,0,24597637.5
2025-11-29 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.024417371148714652,8328016.666666666,8708333.333333334,0,17036350
2025-11-30 00:00:00,Santan STA-31,2191C0006D-25166,OG 01,00:00:00,23:59:59,23.999722222222225,0.02386827237168614,9221650,8512500,0,17734150
2025-12-01 00:00:00,"STA-31    - (00:00-18:00)
STA-22    - (18:00-24:00)","2191C0006D-25166
2191C0006D-25168",OG 01,00:00:00,23:59:59,23.999722222222225,0.02386827237168614,10977962.5,8512500,0,19490462.5
2025-12-02 00:00:00,Santan STA-22,2191C0006D-25168,OG 01,00:00:00,23:59:59,23.999722222222225,0.03182436316224818,10664383.333333334,11350000,0,22014383.333333336
2025-12-03 00:00:00,Santan STA-22,2191C0006D-25168,OG 01,00:00:00,23:59:59,23.999722222222225,0.02386827237168614,10344075,8512500,0,18856575
2025-12-04 00:00:00,Santan STA-22,2191C0006D-25168,OG 01,00:00:00,23:59:59,23.999722222222225,0.035300041591311636,16815963.194444444,12589583.333333334,0,29405546.527777776
2025-12-05 00:00:00,Santan STA-22,2191C0006D-25168,OG 01,00:00:00,23:59:59,23.999722222222225,0.039780453952810234,14319666.666666668,14187500,0,28507166.666666668
