,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,,,,,,1,,,2,,,3,,,4,,,5,,,6,,,7,
,,-,,," P_NORTH
ATTAKA",,,"P_NORTH
NIB",,,"P_NORTH
SANTAN
TERMINAL",,,"P_NORTH
SECURITY PATROL",,,P_SOUTH,,,P_SOUTH SECURITY PATROL,,,,,,,,-,,," P_NORTH
ATTAKA",,,"P_NORTH
NIB",,,"P_NORTH
SANTAN
TERMINAL",,,"P_NORTH
SECURITY PATROL",,,P_SOUTH,,,P_SOUTH SECURITY PATROL,,
DATE,,FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",,,,DATE,,FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB",FUEL,DAYRATE,"MOB /
DEMOB"
2025-11-25 00:00:00,,0,0,0,1578.6782583658585,1652.1103930727068,0,2128.8432827862734,1555.7350651566533,0,103.33354661206731,607.8443918356901,0,35.13340584810288,277.2623541706657,0,4965.176914709835,5643.355301042932,0,0,0,0,,,,2025-11-25 00:00:00,,0,0,0,24673162.5,25820833.333333332,0,33271691.666666668,24314583.333333332,0,1615000,9500000,0,549100,4333333.333333333,0,77600750,88200000,0,0,0,0
2025-11-26 00:00:00,,0,0,0,1346.3413899375093,1404.1205451404442,0,3949.141206517798,2873.0778254100283,0,103.33354661206731,607.8443918356901,0,23.422270565401924,138.63117708533284,0,4785.032098449464,5915.285686864162,0,0,0,0,,,,2025-11-26 00:00:00,,0,0,0,21041969.583333332,21945000,0,61721127.916666664,44903333.33333333,0,1615000,9500000,0,366066.6666666667,2166666.6666666665,0,74785266.66666667,92450000,0,0,0,0
2025-11-27 00:00:00,,0,0,0,1160.1888760921647,1263.8542310946177,0,2516.7172314998465,2100.6177973994213,0,2839.7091944462218,1996.5288886045173,0,11.711135282700962,69.31558854266642,0,4452.298078358606,4904.34448781112,0,0,0,0,,,,2025-11-27 00:00:00,,0,0,0,18132591.944444444,19752777.777777776,0,39333773.611111104,32830555.555555556,0,44381815,31203749.999999996,0,183033.33333333334,1083333.3333333333,0,69584966.66666666,76650000,0,0,0,0
2025-11-28 00:00:00,,0,0,0,682.9276336702906,907.9566406001653,0,2200.6159005658337,1912.867950918685,0,2739.411278530103,4018.0558204590243,0,104.73011634560365,826.4988238285969,0,4946.957848559984,5787.081187615233,0,0,0,0,,,,2025-11-28 00:00:00,,0,0,0,10741768.75,14281250,0,34613487.5,30087500,0,43088200,63200000,0,1647300,13000000,0,77810700,91025000,0,0,0,0
2025-11-29 00:00:00,,0,0,0,2870.9972504230122,2937.024111675127,0,1371.5658488437675,1152.7072758037225,0,2740.8544839255496,4147.631133671742,0,40.64826565143824,137.47884940778343,0,3998.901226734348,5866.116751269035,0,0,0,0,,,,2025-11-29 00:00:00,,0,0,0,45246916.666666664,46287500,0,21615877.777777776,18166666.666666664,0,43195866.666666664,65366666.666666664,0,640616.6666666666,2166666.6666666665,0,63022683.333333336,92450000,0,0,0,0
2025-11-30 00:00:00,,0,0,0,1047.1527777777776,1165.9224298669378,0,1727.8029388083733,1442.9188914314773,0,8738.47222222222,5252.669717772693,0,52.35507246376811,206.5853038393084,0,4749.93961352657,5876.557335367404,0,0,0,0,,,,2025-11-30 00:00:00,,0,0,0,16473807.5,18342291.666666668,0,27181795.833333332,22700000,0,137473645,82635000,0,823650,3250000,0,74726050,92450000,0,0,0,0
2025-12-01 00:00:00,,0,0,0,269.4451740422371,309.7253174855849,0,2428.0701475114083,1806.7494428525947,0,9709.53836357848,5458.983338639499,0,69.92677491244827,275.9206197601613,0,4690.921150376737,5886.660299267749,0,0,0,0,,,,2025-12-01 00:00:00,,0,0,0,4231636.458333333,4864236.111111111,0,38132841.666666664,28375000,0,152488300,85733333.33333334,0,1098200,4333333.333333333,0,73670916.66666666,92450000,0,0,0,0
2025-12-02 00:00:00,,0,0,0,2572.173991392652,2224.1832559520026,0,1744.6272975895183,1566.9719519175728,0,2728.473149738176,4295.19387733469,0,46.564480909071634,275.6047404015349,0,5308.350823634166,5879.921134643516,0,0,0,0,,,,2025-12-02 00:00:00,,0,0,0,40442291.66666667,34970833.333333336,0,27430775,24637500,0,42899783.333333336,67533333.33333334,0,732133.3333333334,4333333.333333333,0,83463200,92450000,0,0,0,0
2025-12-03 00:00:00,,0,0,0,1867.201445864869,1905.6477771417667,0,2211.641650236384,1813.426190930484,0,2720.940660179355,4019.5891369331553,0,17.461680340901864,206.70355530115117,0,4797.511077190527,5879.921134643516,0,0,0,0,,,,2025-12-03 00:00:00,,0,0,0,29358008.333333332,29962500,0,34773641.666666664,28512500,0,42781350,63200000,0,274550,3250000,0,75431266.66666666,92450000,0,0,0,0
