,,,,,,,,,,,,,,,,,,,South Area,14,n.miles,,,,,Sesulu,40,n.miles,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,24.0,2025-12-18 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-18 00:00:00,15700,0.9881671701913394,,,,,,2025-12-18 00:00:00,,2025-12-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-18 00:00:00,15888
,,,,,,,,,,,,,,25.0,2025-12-19 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-19 00:00:00,15700,0.9906612821807168,,,,,,2025-12-19 00:00:00,,2025-12-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-19 00:00:00,15848
,,,,,,,,,,,,,,26.0,2025-12-20 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-20 00:00:00,15700,0.9926656550328781,,,,,,2025-12-20 00:00:00,,2025-12-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-20 00:00:00,15816
,,,,,,,,,,,,,,27.0,2025-12-21 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-21 00:00:00,15700,0.9900365745995712,,,,,,2025-12-21 00:00:00,,2025-12-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-21 00:00:00,15858
,,,,,,,,,,,,,,28.0,2025-12-22 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-22 00:00:00,15700,0.9848199723999498,,,,,,2025-12-22 00:00:00,,2025-12-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-22 00:00:00,15942
,,,,,,,,,,,,,,29.0,2025-12-23 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-23 00:00:00,15700,0.9867387342090378,,,,,,2025-12-23 00:00:00,,2025-12-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-23 00:00:00,15911
,,,,,,,,,,,,,,30.0,2025-12-24 00:00:00,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,2025-12-24 00:00:00,15700,0.9867387342090378,,,,,,2025-12-24 00:00:00,,2025-12-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-24 00:00:00,15911
,,,,,,,,,,,,,,31.0,-,125,14,125,14,125,14,14,125,125,125,0,0,0,14,125,0,125,125,125,125,14,14,1473,,,-,15700,0.9867387342090378,,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,15911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avtur,,# of Days:,30,,,,,# of Days:,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15967.741935483871,1.0121990362753814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,15776.870967741936
